Date,Open,High,Low,Close,Volume,Adj Close
2001-06-27,67000.00,68200.00,67000.00,67900.00,28000,67900.00
2001-06-26,66100.00,67200.00,66100.00,67200.00,33000,67200.00
2001-06-25,66600.00,66600.00,65900.00,66400.00,11000,66400.00
2001-06-22,65000.00,67000.00,65000.00,67000.00,18000,67000.00
2001-06-21,65800.00,65800.00,64750.00,64750.00,17000,64750.00
2001-06-20,66600.00,66600.00,65800.00,65900.00,15000,65900.00
2001-06-19,66600.00,66600.00,66300.00,66600.00,5000,66600.00
2001-06-18,65700.00,66400.00,65300.00,66400.00,36000,66400.00
2001-06-15,67300.00,67700.00,65000.00,65000.00,67000,65000.00
2001-06-14,68200.00,68200.00,67700.00,67700.00,6000,67700.00
2001-06-13,68400.00,68600.00,68400.00,68400.00,7000,68400.00
2001-06-12,67150.00,68500.00,67150.00,68500.00,11000,68500.00
2001-06-11,67400.00,67800.00,67300.00,67300.00,13000,67300.00
2001-06-08,68100.00,68100.00,67700.00,67800.00,12000,67800.00
2001-06-07,68500.00,69000.00,68500.00,68700.00,14000,68700.00
2001-06-06,68700.00,69800.00,68500.00,68500.00,31000,68500.00
2001-06-05,68400.00,68600.00,68300.00,68500.00,5000,68500.00
2001-06-04,68200.00,68600.00,67900.00,68500.00,12000,68500.00
2001-06-01,68600.00,68600.00,67800.00,68400.00,22000,68400.00
2001-05-31,67900.00,68700.00,67900.00,68700.00,48000,68700.00
2001-05-30,68200.00,68300.00,67800.00,67900.00,37000,67900.00
2001-05-29,68200.00,68300.00,68000.00,68000.00,15000,68000.00
2001-05-25,67800.00,67800.00,67300.00,67600.00,5000,67600.00
2001-05-24,68000.00,68100.00,66900.00,67600.00,25000,67600.00
2001-05-23,67700.00,67800.00,67400.00,67800.00,9000,67800.00
2001-05-22,68000.00,68000.00,67800.00,67800.00,25000,67800.00
2001-05-21,67200.00,68000.00,67000.00,68000.00,29000,68000.00
2001-05-18,67000.00,67300.00,66800.00,67100.00,35000,67100.00
2001-05-17,67100.00,67100.00,66800.00,66800.00,31000,66800.00
2001-05-16,67000.00,67300.00,66900.00,67100.00,36000,67100.00
2001-05-15,67300.00,67300.00,67100.00,67100.00,11000,67100.00
2001-05-14,67900.00,67900.00,67000.00,67200.00,16000,67200.00
2001-05-11,68100.00,68300.00,67900.00,68290.00,10000,68290.00
2001-05-10,69000.00,69100.00,68400.00,68500.00,18000,68500.00
2001-05-09,69100.00,69100.00,69000.00,69000.00,5000,69000.00
2001-05-08,69790.00,69790.00,69100.00,69100.00,10000,69100.00
2001-05-07,69700.00,69700.00,69000.00,69400.00,17000,69400.00
2001-05-04,68200.00,69000.00,68200.00,68900.00,14000,68900.00
2001-05-03,67700.00,67900.00,67400.00,67900.00,7000,67900.00
2001-05-02,68300.00,68400.00,67900.00,67900.00,11000,67900.00
2001-05-01,68400.00,69100.00,68300.00,68500.00,20000,68500.00
2001-04-30,67800.00,68600.00,67500.00,68000.00,53000,68000.00
2001-04-27,66300.00,67900.00,66100.00,67005.00,14000,67005.00
2001-04-26,66000.00,66700.00,66000.00,66000.00,14000,66000.00
2001-04-25,67700.00,68000.00,65500.00,66000.00,35000,66000.00
2001-04-24,69000.00,69500.00,67200.00,67200.00,15000,67200.00
2001-04-23,68200.00,68800.00,68200.00,68800.00,5000,68800.00
2001-04-20,69100.00,69100.00,68600.00,68600.00,8000,68600.00
2001-04-19,68400.00,69700.00,68400.00,69200.00,42000,69200.00
2001-04-18,67900.00,68800.00,67800.00,68300.00,29000,68300.00
2001-04-17,64700.00,67500.00,64700.00,67500.00,39000,67500.00
2001-04-16,64000.00,64800.00,64000.00,64200.00,28000,64200.00
2001-04-12,64500.00,64500.00,64100.00,64100.00,9000,64100.00
2001-04-11,64700.00,64700.00,64100.00,64405.00,7000,64405.00
2001-04-10,66400.00,66400.00,64400.00,64900.00,30000,64900.00
2001-04-09,67400.00,67700.00,66600.00,66600.00,23000,66600.00
2001-04-06,67400.00,68000.00,67000.00,67200.00,19000,67200.00
2001-04-05,65500.00,68200.00,65500.00,68200.00,45000,68200.00
2001-04-04,63000.00,65500.00,62800.00,65000.00,28000,65000.00
2001-04-03,63600.00,63600.00,63000.00,63000.00,11000,63000.00
2001-04-02,65450.00,65450.00,63900.00,63990.00,31000,63990.00
2001-03-30,64800.00,65900.00,64100.00,65450.00,42000,65450.00
2001-03-29,64500.00,65400.00,63000.00,63450.00,41000,63450.00
2001-03-28,67600.00,67600.00,64500.00,64500.00,22000,64500.00
2001-03-27,66600.00,68400.00,66200.00,68400.00,30000,68400.00
2001-03-26,66500.00,67100.00,66400.00,66800.00,27000,66800.00
2001-03-23,64800.00,66200.00,64800.00,66000.00,27000,66000.00
2001-03-22,64000.00,64700.00,63000.00,64400.00,26000,64400.00
2001-03-21,64200.00,65000.00,63800.00,64800.00,28000,64800.00
2001-03-20,64800.00,65100.00,64500.00,64700.00,63000,64700.00
2001-03-19,64200.00,65100.00,63600.00,65100.00,36000,65100.00
2001-03-16,67200.00,67200.00,64000.00,65000.00,27000,65000.00
2001-03-15,66400.00,68200.00,66400.00,67800.00,17000,67800.00
2001-03-14,68000.00,68600.00,65900.00,65900.00,48000,65900.00
2001-03-13,70000.00,70100.00,69000.00,69000.00,18000,69000.00
2001-03-12,71600.00,71800.00,69500.00,70100.00,47000,70100.00
2001-03-09,71000.00,71700.00,71000.00,71100.00,8000,71100.00
2001-03-08,71300.00,71600.00,71300.00,71500.00,10000,71500.00
2001-03-07,71300.00,71700.00,71100.00,71100.00,13000,71100.00
2001-03-06,70800.00,71100.00,70500.00,71100.00,17000,71100.00
2001-03-05,69300.00,71500.00,69300.00,71100.00,23000,71100.00
2001-03-02,70400.00,72100.00,69500.00,69500.00,43000,69500.00
2001-03-01,70000.00,70000.00,69400.00,70000.00,27000,70000.00
2001-02-28,70800.00,71000.00,70300.00,70300.00,21000,70300.00
2001-02-27,70000.00,70900.00,70000.00,70800.00,17000,70800.00
2001-02-26,68600.00,70300.00,68500.00,70200.00,88000,70200.00
2001-02-23,68900.00,68900.00,68200.00,68400.00,33000,68400.00
2001-02-22,68800.00,69300.00,68200.00,69200.00,28000,69200.00
2001-02-21,68500.00,69500.00,68500.00,69100.00,19000,69100.00
2001-02-20,69800.00,69800.00,68400.00,68600.00,16000,68600.00
2001-02-16,69800.00,69900.00,69600.00,69800.00,8000,69800.00
2001-02-15,71000.00,72000.00,69500.00,70000.00,83000,70000.00
2001-02-14,70550.00,70900.00,69900.00,70300.00,18000,70300.00
2001-02-13,69950.00,70550.00,69700.00,70550.00,30000,70550.00
2001-02-12,69600.00,69900.00,69300.00,69300.00,17000,69300.00
2001-02-09,69500.00,69500.00,68800.00,68900.00,11000,68900.00
2001-02-08,68500.00,69400.00,68500.00,69400.00,21000,69400.00
2001-02-07,68400.00,68400.00,67900.00,67900.00,8000,67900.00
2001-02-06,69200.00,69400.00,68500.00,68500.00,12000,68500.00
2001-02-05,70000.00,70400.00,68600.00,68900.00,22000,68900.00
2001-02-02,69500.00,70200.00,69400.00,70000.00,30000,70000.00
2001-02-01,68200.00,69100.00,67500.00,69100.00,45000,69100.00
2001-01-31,68300.00,68500.00,67200.00,68400.00,30000,68400.00
2001-01-30,67100.00,68500.00,66800.00,68500.00,13000,68500.00
2001-01-29,67300.00,67800.00,66900.00,67400.00,21000,67400.00
2001-01-26,67400.00,67500.00,67000.00,67200.00,20000,67200.00
2001-01-25,66600.00,67500.00,66600.00,67300.00,46000,67300.00
2001-01-24,67000.00,67100.00,66800.00,67000.00,12000,67000.00
2001-01-23,67500.00,67500.00,66800.00,67300.00,12000,67300.00
2001-01-22,67800.00,67800.00,67000.00,67800.00,14000,67800.00
2001-01-19,68900.00,68900.00,67600.00,67600.00,11000,67600.00
2001-01-18,68500.00,69200.00,68300.00,68800.00,12000,68800.00
2001-01-17,68600.00,69000.00,67900.00,68400.00,23000,68400.00
2001-01-16,66000.00,68000.00,66000.00,67800.00,29000,67800.00
2001-01-12,65700.00,66500.00,64800.00,66200.00,43000,66200.00
2001-01-11,67500.00,68000.00,64900.00,65700.00,74000,65700.00
2001-01-10,66800.00,67300.00,64700.00,67200.00,77000,67200.00
2001-01-09,67900.00,69300.00,66500.00,66800.00,39000,66800.00
2001-01-08,67600.00,68600.00,66200.00,67700.00,55000,67700.00
2001-01-05,68600.00,68600.00,67500.00,67800.00,27000,67800.00
2001-01-04,69900.00,70600.00,68300.00,69000.00,65000,69000.00
2001-01-03,72400.00,73000.00,70000.00,70000.00,68000,70000.00
2001-01-02,71500.00,74600.00,71500.00,72400.00,123000,72400.00
2000-12-29,70000.00,71300.00,69200.00,71000.00,57000,71000.00
2000-12-28,67500.00,70300.00,67500.00,69700.00,43000,69700.00
2000-12-27,66500.00,68100.00,66500.00,68100.00,19000,68100.00
2000-12-26,66700.00,66900.00,65800.00,66600.00,54000,66600.00
2000-12-22,66200.00,67100.00,65800.00,66400.00,24000,66400.00
2000-12-21,66800.00,67400.00,66200.00,66200.00,26000,66200.00
2000-12-20,67600.00,67600.00,66300.00,66500.00,34000,66500.00
2000-12-19,68100.00,68400.00,67800.00,67900.00,20000,67900.00
2000-12-18,68100.00,68800.00,67500.00,68600.00,39000,68600.00
2000-12-15,68300.00,68600.00,67200.00,68100.00,50000,68100.00
2000-12-14,68900.00,70000.00,68300.00,68600.00,107000,68600.00
2000-12-13,68700.00,69600.00,68400.00,68900.00,74000,68900.00
2000-12-12,69800.00,69900.00,68800.00,68900.00,54000,68900.00
2000-12-11,69400.00,69900.00,67800.00,69800.00,64000,69800.00
2000-12-08,65600.00,69700.00,65600.00,69700.00,75000,69700.00
2000-12-07,66000.00,66000.00,65000.00,65200.00,17000,65200.00
2000-12-06,66000.00,66000.00,65600.00,65700.00,26000,65700.00
2000-12-05,65500.00,66400.00,65500.00,66000.00,36000,66000.00
2000-12-04,65000.00,65100.00,64900.00,65100.00,18000,65100.00
2000-12-01,65800.00,66000.00,65000.00,65000.00,30000,65000.00
2000-11-30,64700.00,66000.00,63400.00,65900.00,68000,65900.00
2000-11-29,62800.00,65000.00,62800.00,65000.00,48000,65000.00
2000-11-28,63100.00,63100.00,62600.00,62600.00,83000,62600.00
2000-11-27,63400.00,63400.00,63000.00,63000.00,18000,63000.00
2000-11-24,63100.00,63500.00,63100.00,63200.00,9000,63200.00
2000-11-22,62400.00,62700.00,61900.00,62700.00,10000,62700.00
2000-11-21,63100.00,63100.00,62700.00,63000.00,12000,63000.00
2000-11-20,64000.00,64000.00,63000.00,63500.00,76000,63500.00
2000-11-17,65100.00,65100.00,63700.00,64200.00,73000,64200.00
2000-11-16,65800.00,65900.00,65200.00,65200.00,24000,65200.00
2000-11-15,66200.00,66500.00,66000.00,66000.00,53000,66000.00
2000-11-14,66200.00,66500.00,65600.00,66200.00,71000,66200.00
2000-11-13,62600.00,66000.00,62600.00,65400.00,85000,65400.00
2000-11-10,62000.00,62700.00,60950.00,62200.00,68000,62200.00
2000-11-09,64400.00,64405.00,62000.00,62200.00,32000,62200.00
2000-11-08,65400.00,65400.00,64800.00,64800.00,23000,64800.00
2000-11-07,65000.00,65600.00,64975.00,65600.00,53000,65600.00
2000-11-06,64650.00,65500.00,64600.00,65300.00,60000,65300.00
2000-11-03,64900.00,64900.00,64000.00,64500.00,42000,64500.00
2000-11-02,64100.00,64900.00,63700.00,64900.00,51000,64900.00
2000-11-01,63200.00,64400.00,63200.00,64400.00,45000,64400.00
2000-10-31,63400.00,64200.00,63200.00,63700.00,79000,63700.00
2000-10-30,61000.00,64400.00,61000.00,63400.00,63000,63400.00
2000-10-27,61000.00,61200.00,60300.00,60875.00,31000,60875.00
2000-10-26,60600.00,60800.00,59700.00,60500.00,28000,60500.00
2000-10-25,59100.00,60800.00,59000.00,60600.00,62000,60600.00
2000-10-24,58300.00,59200.00,58200.00,58900.00,22000,58900.00
2000-10-23,59000.00,59200.00,58600.00,58600.00,12000,58600.00
2000-10-20,59200.00,60000.00,59200.00,59400.00,31000,59400.00
2000-10-19,58000.00,59500.00,57800.00,59200.00,31000,59200.00
2000-10-18,57000.00,57500.00,56300.00,57500.00,44000,57500.00
2000-10-17,58200.00,58200.00,57300.00,57700.00,29000,57700.00
2000-10-16,57700.00,58000.00,56800.00,57700.00,43000,57700.00
2000-10-13,54000.00,59300.00,54000.00,58000.00,90000,58000.00
2000-10-12,56800.00,56800.00,53500.00,53800.00,117000,53800.00
2000-10-11,59000.00,59000.00,58100.00,58100.00,53000,58100.00
2000-10-10,60200.00,60350.00,59700.00,60000.00,19000,60000.00
2000-10-09,59800.00,60200.00,59600.00,60200.00,10000,60200.00
2000-10-06,60700.00,60700.00,59900.00,59900.00,15000,59900.00
2000-10-05,60900.00,61300.00,60500.00,60500.00,17000,60500.00
2000-10-04,61800.00,61800.00,59700.00,60500.00,26000,60500.00
2000-10-03,64000.00,64000.00,61600.00,61600.00,45000,61600.00
2000-10-02,64000.00,64300.00,62900.00,63700.00,128000,63700.00
2000-09-29,60400.00,64400.00,60400.00,64400.00,167000,64400.00
2000-09-28,58400.00,60500.00,58400.00,60500.00,90000,60500.00
2000-09-27,58500.00,58500.00,58300.00,58400.00,34000,58400.00
2000-09-26,57600.00,59200.00,57600.00,58390.00,61000,58390.00
2000-09-25,55700.00,57200.00,55700.00,56800.00,69000,56800.00
2000-09-22,55100.00,55900.00,55100.00,55700.00,46000,55700.00
2000-09-21,56200.00,56200.00,55300.00,55400.00,18000,55400.00
2000-09-20,56500.00,56700.00,56000.00,56100.00,13000,56100.00
2000-09-19,59500.00,59500.00,55800.00,56000.00,91000,56000.00
2000-09-18,57900.00,59800.00,56900.00,59800.00,44000,59800.00
2000-09-15,57900.00,58200.00,57900.00,57900.00,20000,57900.00
2000-09-14,57700.00,58200.00,57700.00,58100.00,16000,58100.00
2000-09-13,57500.00,57600.00,56700.00,57600.00,28000,57600.00
2000-09-12,57800.00,58200.00,57800.00,58100.00,56000,58100.00
2000-09-11,57700.00,58100.00,57400.00,57500.00,20000,57500.00
2000-09-08,57100.00,57500.00,57000.00,57500.00,66000,57500.00
2000-09-07,57500.00,57700.00,57000.00,57000.00,42000,57000.00
2000-09-06,59200.00,59200.00,57000.00,58000.00,36000,58000.00
2000-09-05,59400.00,59600.00,59200.00,59250.00,82000,59250.00
2000-09-01,57900.00,59700.00,57900.00,59700.00,26000,59700.00
2000-08-31,58200.00,58200.00,56700.00,57700.00,60000,57700.00
2000-08-30,57500.00,58100.00,57500.00,58100.00,18000,58100.00
2000-08-29,57600.00,58100.00,57400.00,57700.00,20000,57700.00
2000-08-28,57800.00,57900.00,57800.00,57900.00,5000,57900.00
2000-08-25,58600.00,58600.00,57600.00,57650.00,10000,57650.00
2000-08-24,59300.00,59300.00,57900.00,58800.00,26000,58800.00
2000-08-23,60600.00,60600.00,59800.00,59800.00,7000,59800.00
2000-08-22,61300.00,61300.00,61000.00,61000.00,3000,61000.00
2000-08-21,61700.00,61700.00,61300.00,61500.00,30000,61500.00
2000-08-18,62200.00,62200.00,61600.00,61600.00,33000,61600.00
2000-08-17,62400.00,62400.00,62000.00,62300.00,13000,62300.00
2000-08-16,62300.00,62700.00,62300.00,62400.00,28000,62400.00
2000-08-15,62900.00,62900.00,62300.00,62600.00,33000,62600.00
2000-08-14,62000.00,63200.00,61700.00,63200.00,65000,63200.00
2000-08-11,62500.00,62600.00,62000.00,62400.00,68000,62400.00
2000-08-10,62100.00,62500.00,61900.00,62500.00,47000,62500.00
2000-08-09,62000.00,62100.00,61400.00,62100.00,32000,62100.00
2000-08-08,63000.00,63000.00,62200.00,62200.00,42000,62200.00
2000-08-07,62100.00,63000.00,61400.00,63000.00,56000,63000.00
2000-08-04,59800.00,63000.00,59700.00,62700.00,124000,62700.00
2000-08-03,57900.00,60000.00,57800.00,59500.00,130000,59500.00
2000-08-02,56000.00,57700.00,56000.00,57600.00,42000,57600.00
2000-08-01,55300.00,56300.00,54700.00,56275.00,203000,56275.00
2000-07-31,56700.00,56700.00,54500.00,55100.00,23000,55100.00
2000-07-28,58000.00,58300.00,57000.00,57000.00,105000,57000.00
2000-07-27,56700.00,58000.00,55600.00,57900.00,182000,57900.00
2000-07-26,54400.00,57000.00,54300.00,57000.00,212000,57000.00
2000-07-25,52100.00,54305.00,51600.00,53800.00,32000,53800.00
2000-07-24,53200.00,53200.00,52100.00,52100.00,16000,52100.00
2000-07-21,53400.00,53400.00,52600.00,53300.00,42000,53300.00
2000-07-20,54400.00,54400.00,53300.00,53600.00,27000,53600.00
2000-07-19,54600.00,54700.00,53700.00,54000.00,22000,54000.00
2000-07-18,55100.00,55100.00,54700.00,54800.00,68000,54800.00
2000-07-17,54850.00,55200.00,54800.00,55100.00,25000,55100.00
2000-07-14,54900.00,55100.00,54600.00,54900.00,35000,54900.00
2000-07-13,54600.00,54900.00,54600.00,54750.00,22000,54750.00
2000-07-12,54200.00,54400.00,54100.00,54400.00,29000,54400.00
2000-07-11,53700.00,54600.00,53700.00,54100.00,47000,54100.00
2000-07-10,53800.00,53950.00,53500.00,53700.00,23000,53700.00
2000-07-07,52900.00,53700.00,52900.00,53700.00,9000,53700.00
2000-07-06,53400.00,53400.00,52700.00,53200.00,32000,53200.00
2000-07-05,53800.00,53900.00,53000.00,53400.00,34000,53400.00
2000-07-03,53700.00,53700.00,53700.00,53700.00,2000,53700.00
2000-06-30,53400.00,53800.00,53000.00,53800.00,57300,53800.00
2000-06-29,52700.00,53400.00,52600.00,53400.00,72000,53400.00
2000-06-28,53900.00,53900.00,53100.00,53200.00,25000,53200.00
2000-06-27,54700.00,54850.00,54100.00,54100.00,23000,54100.00
2000-06-26,54400.00,54800.00,54400.00,54700.00,16000,54700.00
2000-06-23,54300.00,54600.00,53000.00,54400.00,46000,54400.00
2000-06-22,56500.00,56500.00,54500.00,54600.00,38000,54600.00
2000-06-21,56800.00,57100.00,56800.00,56900.00,4000,56900.00
2000-06-20,56600.00,57200.00,56600.00,57100.00,10000,57100.00
2000-06-19,56500.00,56900.00,56000.00,56900.00,10000,56900.00
2000-06-16,57400.00,57400.00,56700.00,57000.00,26000,57000.00
2000-06-15,59000.00,59000.00,57400.00,57400.00,47000,57400.00
2000-06-14,59600.00,59600.00,58700.00,58700.00,29000,58700.00
2000-06-13,59800.00,59800.00,59600.00,59600.00,12000,59600.00
2000-06-12,60100.00,60100.00,59700.00,59700.00,20000,59700.00
2000-06-09,60400.00,60600.00,60000.00,60100.00,16000,60100.00
2000-06-08,60300.00,60300.00,60300.00,60300.00,2000,60300.00
2000-06-07,60000.00,60600.00,60000.00,60475.00,43000,60475.00
2000-06-06,60000.00,60000.00,59600.00,59800.00,18000,59800.00
2000-06-05,59800.00,60200.00,59800.00,60000.00,37000,60000.00
2000-06-02,60200.00,60500.00,59800.00,59800.00,45000,59800.00
2000-06-01,58800.00,60800.00,58800.00,60100.00,54000,60100.00
2000-05-31,59300.00,59500.00,58600.00,58600.00,26000,58600.00
2000-05-30,57900.00,59700.00,57900.00,59700.00,22000,59700.00
2000-05-26,57900.00,57900.00,57400.00,57400.00,13000,57400.00
2000-05-25,56400.00,57900.00,56400.00,57600.00,18000,57600.00
2000-05-24,56300.00,56500.00,54900.00,56200.00,41000,56200.00
2000-05-23,56700.00,56700.00,56100.00,56400.00,13000,56400.00
2000-05-22,58800.00,58800.00,57000.00,57200.00,42000,57200.00
2000-05-19,59300.00,59300.00,59000.00,59200.00,27000,59200.00
2000-05-18,59700.00,60000.00,59700.00,59700.00,26000,59700.00
2000-05-17,59500.00,59900.00,59500.00,59875.00,24000,59875.00
2000-05-16,59000.00,60000.00,59000.00,60000.00,88000,60000.00
2000-05-15,55100.00,59400.00,54200.00,59400.00,56000,59400.00
2000-05-12,55100.00,55300.00,54900.00,55000.00,12000,55000.00
2000-05-11,55000.00,55200.00,55000.00,55000.00,28000,55000.00
2000-05-10,55400.00,55400.00,51800.00,54700.00,50000,54700.00
2000-05-09,56300.00,56300.00,55900.00,56000.00,92000,56000.00
2000-05-08,56200.00,56500.00,56200.00,56500.00,18000,56500.00
2000-05-05,55700.00,56000.00,55700.00,56000.00,6000,56000.00
2000-05-04,55000.00,55500.00,55000.00,55500.00,16000,55500.00
2000-05-03,54900.00,54900.00,54500.00,54900.00,41000,54900.00
2000-05-02,58400.00,58400.00,55000.00,55000.00,18000,55000.00
2000-05-01,59200.00,59500.00,58100.00,58800.00,56000,58800.00
2000-04-28,59900.00,60000.00,59300.00,59300.00,45000,59300.00
2000-04-27,59300.00,59400.00,59300.00,59400.00,9000,59400.00
2000-04-26,60000.00,60000.00,59700.00,59700.00,30000,59700.00
2000-04-25,59900.00,60200.00,59500.00,60200.00,143000,60200.00
2000-04-24,59400.00,60000.00,59400.00,60000.00,36000,60000.00
2000-04-20,58600.00,59700.00,58600.00,59700.00,45000,59700.00
2000-04-19,58600.00,58600.00,58000.00,58200.00,24000,58200.00
2000-04-18,59200.00,59600.00,58600.00,58600.00,32000,58600.00
2000-04-17,58000.00,58800.00,57400.00,58700.00,55000,58700.00
2000-04-14,58300.00,58500.00,58000.00,58000.00,97000,58000.00
2000-04-13,58600.00,60100.00,58100.00,59100.00,65000,59100.00
2000-04-12,56200.00,58200.00,56100.00,58000.00,44000,58000.00
2000-04-11,56500.00,56500.00,56000.00,56200.00,44000,56200.00
2000-04-10,56800.00,56800.00,56600.00,56600.00,32000,56600.00
2000-04-07,57400.00,57400.00,56800.00,56800.00,31000,56800.00
2000-04-06,57000.00,58600.00,57000.00,57400.00,48000,57400.00
2000-04-05,55900.00,58000.00,55900.00,56700.00,147000,56700.00
2000-04-04,53800.00,55700.00,53800.00,55600.00,121000,55600.00
2000-04-03,56000.00,56400.00,53400.00,53400.00,56000,53400.00
2000-03-31,53500.00,57800.00,52900.00,57200.00,130000,57200.00
2000-03-30,50700.00,54800.00,50700.00,53200.00,83000,53200.00
2000-03-29,49600.00,50700.00,49600.00,50700.00,30000,50700.00
2000-03-28,50800.00,51400.00,50000.00,50000.00,37000,50000.00
2000-03-27,54500.00,54500.00,51600.00,51600.00,19000,51600.00
2000-03-24,54600.00,55700.00,54300.00,54800.00,54000,54800.00
2000-03-23,54500.00,55400.00,53900.00,54150.00,38000,54150.00
2000-03-22,54300.00,54800.00,53700.00,54700.00,63000,54700.00
2000-03-21,50500.00,54600.00,50400.00,54200.00,64000,54200.00
2000-03-20,50900.00,52200.00,50300.00,50800.00,54000,50800.00
2000-03-17,51900.00,54900.00,50800.00,51300.00,77000,51300.00
2000-03-16,49300.00,51500.00,48700.00,51500.00,106000,51500.00
2000-03-15,44500.00,49400.00,44500.00,48500.00,120000,48500.00
2000-03-14,44200.00,44700.00,43900.00,44000.00,56000,44000.00
2000-03-13,43500.00,45500.00,43500.00,44800.00,193000,44800.00
2000-03-10,41700.00,42600.00,40800.00,41300.00,89000,41300.00
2000-03-09,43100.00,43100.00,41700.00,42300.00,150000,42300.00
2000-03-08,43800.00,43900.00,43000.00,43700.00,208000,43700.00
2000-03-07,43800.00,44400.00,43500.00,44300.00,75000,44300.00
2000-03-06,44600.00,44700.00,44100.00,44100.00,31000,44100.00
2000-03-03,45000.00,45400.00,44600.00,45050.00,34000,45050.00
2000-03-02,44500.00,44900.00,44300.00,44600.00,24000,44600.00
2000-03-01,44000.00,45000.00,44000.00,44700.00,58000,44700.00
2000-02-29,45200.00,45200.00,43700.00,44000.00,130000,44000.00
2000-02-28,45000.00,45100.00,43500.00,44700.00,66000,44700.00
2000-02-25,46500.00,46500.00,45100.00,45100.00,40000,45100.00
2000-02-24,48700.00,48700.00,45900.00,46500.00,91000,46500.00
2000-02-23,49500.00,49500.00,48800.00,49100.00,49000,49100.00
2000-02-22,49800.00,49800.00,48100.00,49000.00,76000,49000.00
2000-02-18,49900.00,50900.00,47000.00,50900.00,71000,50900.00
2000-02-17,51500.00,51700.00,49600.00,49900.00,56000,49900.00
2000-02-16,46700.00,51400.00,46700.00,50000.00,99000,50000.00
2000-02-15,45800.00,46800.00,45700.00,46000.00,133000,46000.00
2000-02-14,44400.00,45200.00,43000.00,43100.00,186000,43100.00
2000-02-11,48000.00,48000.00,44500.00,45200.00,201000,45200.00
2000-02-10,49000.00,49000.00,45900.00,47600.00,167000,47600.00
2000-02-09,49900.00,49900.00,48000.00,48500.00,135000,48500.00
2000-02-08,50900.00,50900.00,50100.00,50450.00,77000,50450.00
2000-02-07,50900.00,51650.00,50800.00,51500.00,49000,51500.00
2000-02-04,51400.00,51500.00,51050.00,51050.00,17000,51050.00
2000-02-03,51200.00,52000.00,51000.00,51255.00,31000,51255.00
2000-02-02,51600.00,51600.00,50900.00,50900.00,21000,50900.00
2000-02-01,51800.00,52000.00,51400.00,51900.00,41000,51900.00
2000-01-31,52200.00,52300.00,51000.00,51200.00,41000,51200.00
2000-01-28,52700.00,52700.00,52000.00,52300.00,22000,52300.00
2000-01-27,53000.00,53100.00,52600.00,52650.00,19000,52650.00
2000-01-26,53100.00,53300.00,52600.00,53000.00,20000,53000.00
2000-01-25,52700.00,52900.00,52700.00,52800.00,10000,52800.00
2000-01-24,53700.00,53700.00,52700.00,52900.00,28000,52900.00
2000-01-21,52800.00,52900.00,52300.00,52900.00,29000,52900.00
2000-01-20,53000.00,53600.00,53000.00,53000.00,30000,53000.00
2000-01-19,52200.00,52800.00,51800.00,52800.00,35000,52800.00
2000-01-18,52200.00,52700.00,51600.00,52000.00,62000,52000.00
2000-01-14,55000.00,55000.00,52000.00,52200.00,31000,52200.00
2000-01-13,53800.00,54400.00,53800.00,54400.00,12000,54400.00
2000-01-12,54600.00,54600.00,53100.00,53600.00,37000,53600.00
2000-01-11,55600.00,55600.00,54100.00,54600.00,28000,54600.00
2000-01-10,57300.00,58000.00,56000.00,56000.00,31000,56000.00
2000-01-07,55600.00,56500.00,55200.00,56500.00,67000,56500.00
2000-01-06,53300.00,55000.00,53100.00,55000.00,57000,55000.00
2000-01-05,51700.00,54700.00,51700.00,53200.00,51000,53200.00
2000-01-04,53700.00,53800.00,52000.00,52000.00,44000,52000.00
2000-01-03,56100.00,56100.00,53800.00,54800.00,36000,54800.00
1999-12-31,52300.00,56300.00,52100.00,56100.00,51000,56100.00
1999-12-30,52700.00,52800.00,52000.00,52600.00,46000,52600.00
1999-12-29,53000.00,53900.00,52900.00,53000.00,64000,53000.00
1999-12-28,53400.00,53600.00,53100.00,53300.00,40000,53300.00
1999-12-27,53700.00,54000.00,53400.00,53400.00,29000,53400.00
1999-12-23,53900.00,54400.00,53900.00,54000.00,29000,54000.00
1999-12-22,54600.00,54800.00,53600.00,53700.00,94000,53700.00
1999-12-21,54000.00,54100.00,53600.00,54000.00,35000,54000.00
1999-12-20,54500.00,54800.00,53700.00,54800.00,45000,54800.00
1999-12-17,53800.00,54800.00,53800.00,54700.00,77000,54700.00
1999-12-16,54200.00,54200.00,53700.00,54000.00,19000,54000.00
1999-12-15,53000.00,54600.00,53000.00,54600.00,46000,54600.00
1999-12-14,55400.00,55700.00,53400.00,53400.00,42000,53400.00
1999-12-13,55600.00,56400.00,55200.00,55500.00,70000,55500.00
1999-12-10,54000.00,55500.00,52800.00,54800.00,111000,54800.00
1999-12-09,55200.00,55200.00,54500.00,54500.00,41000,54500.00
1999-12-08,55300.00,55800.00,55100.00,55500.00,31000,55500.00
1999-12-07,56400.00,56400.00,55600.00,55900.00,36000,55900.00
1999-12-06,56600.00,56900.00,56200.00,56400.00,29000,56400.00
1999-12-03,57800.00,58200.00,56600.00,56600.00,32000,56600.00
1999-12-02,57200.00,57200.00,56200.00,57000.00,46000,57000.00
1999-12-01,57000.00,58000.00,57000.00,57600.00,25000,57600.00
1999-11-30,57100.00,58500.00,57000.00,57300.00,48000,57300.00
1999-11-29,57500.00,57900.00,57400.00,57500.00,38000,57500.00
